,brewery,name,origin,volume_ml,price,bitterness,body,sweetness,recommendation,cat_1,cat_2,price/100_ml
3349,af brew,13 weeks and what?!,ryssland,500.0,53.9,8.0,9.0,4.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,imperial/dubbel ipa,10.78
3350,captain lawrence,mandatory training,usa,473.0,59.9,7.0,7.0,2.0,Passar till sällskapsdryckPassar till fläskPassar till lamm,ale,india pale ale,12.663847780126849
3351,northern brewers,kåtöl julöl,sverige,330.0,29.6,5.0,5.0,2.0,Passar till lammPassar till fläskPassar till grönsakerPassar till sällskapsdryck,mörk lager,dunkel,8.96969696969697
3352,fairytale of king river,,sverige,330.0,33.7,5.0,7.0,3.0,Passar till fläskPassar till lamm,ale,dubbel,10.212121212121213
3353,brödernas,apa,sverige,330.0,29.9,6.0,5.0,1.0,Passar till fiskPassar till fågelPassar till fläskPassar till sällskapsdryck,ale,amerikansk pale ale,9.06060606060606
3354,duckpond,double quack,sverige,440.0,54.9,8.0,8.0,4.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,imperial/dubbel ipa,12.477272727272727
3355,valkyria,,sverige,330.0,33.8,6.0,6.0,1.0,Passar till fågelPassar till fläskPassar till grönsakerPassar till sällskapsdryck,ljus lager,modern stil/india pale lager,10.242424242424242
3356,fjäderholmarnas gloria neipa,fjäderholmarnas bryggeri ab,sverige,440.0,42.3,8.0,8.0,4.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,india pale ale,9.613636363636363
3357,beerbliotek,sunny disposition,sverige,330.0,27.9,5.0,5.0,1.0,Passar till fågelPassar till fläskPassar till grönsakerPassar till sällskapsdryck,ale,session ipa,8.454545454545453
3358,winter ale,wilderness brewery ab,sverige,330.0,33.9,7.0,7.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,strong ale,10.272727272727272
3359,põhjala cherry island,,estland,330.0,39.9,6.0,8.0,8.0,Passar till dessertPassar till sällskapsdryck,imperial porter och stout,,12.090909090909092
3360,kåtöl påsköl,northern brewers,sverige,330.0,29.6,5.0,5.0,1.0,Passar till fläskPassar till lammPassar till sällskapsdryck,mörk lager,dunkel,8.96969696969697
3361,perfectly squared brewing,crucified bunny,sverige,330.0,26.9,6.0,5.0,2.0,Passar till fläskPassar till lammPassar till sällskapsdryck,ale,amber ale,8.15151515151515
3362,beerbliotek,we don't count sequentially,sverige,330.0,100.0,,,,,ale,barley wine,30.303030303030305
3363,grebbestad påsköl,,sverige,330.0,19.7,6.0,6.0,3.0,Passar till sällskapsdryckPassar till lammPassar till nötPassar till fläsk,mellanmörk lager,märzen och wienerstil,5.969696969696969
3364,oppigårds vår,"best bitter, 2021",sverige,500.0,29.0,7.0,6.0,1.0,Passar till fläskPassar till lammPassar till sällskapsdryck,ale,engelsk pale ale och bitter,5.800000000000001
3365,fjäderholmarnas gloria neipa,fjäderholmarnas bryggeri ab,sverige,440.0,42.3,8.0,8.0,4.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,india pale ale,9.613636363636363
3366,beerbliotek,sunny disposition,sverige,330.0,27.9,5.0,5.0,1.0,Passar till fågelPassar till fläskPassar till grönsakerPassar till sällskapsdryck,ale,session ipa,8.454545454545453
3367,valkyria,,sverige,330.0,33.8,6.0,6.0,1.0,Passar till fågelPassar till fläskPassar till grönsakerPassar till sällskapsdryck,ljus lager,modern stil/india pale lager,10.242424242424242
3368,gäddvikens pilsner,,sverige,500.0,34.9,6.0,4.0,1.0,Passar till fiskPassar till fågelPassar till skaldjurPassar till sällskapsdryck,ljus lager,pilsner,6.98
3369,adelsö,r.e.s.p.e.c.t. stout,sverige,330.0,31.6,7.0,7.0,1.0,Passar till lammPassar till nöt,torr porter och stout,,9.575757575757576
3370,brekeriet,wrapped in red,sverige,330.0,36.9,2.0,4.0,1.0,Passar till aperitifPassar till sällskapsdryck,syrlig öl,berliner weisse,11.181818181818182
3371,st eriks easter session ipa,,sverige,330.0,19.9,9.0,7.0,1.0,,ale,session ipa,6.030303030303029
3372,nattljus,neipa,sverige,330.0,32.0,7.0,7.0,4.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,new england ipa/hazy ipa,9.696969696969697
3373,stallhagen,delikat,finland,330.0,19.9,6.0,6.0,1.0,Passar till lammPassar till nötPassar till sällskapsdryck,mellanmörk lager,märzen och wienerstil,6.030303030303029
3374,eskilstuna ölkultur,julbock,sverige,330.0,27.5,6.0,6.0,4.0,Passar till lammPassar till nötPassar till sällskapsdryck,mörk lager,dubbelbock,8.333333333333332
3375,eskilstuna ölkultur,julbock,sverige,330.0,27.5,6.0,6.0,4.0,Passar till lammPassar till nötPassar till sällskapsdryck,mörk lager,dubbelbock,8.333333333333332
3376,brewdog,king’s shilling,storbritannien,330.0,21.9,6.0,8.0,6.0,Passar till lammPassar till nötPassar till vilt,ale,skotsk ale,6.636363636363636
3377,fruity rainbow warrior,,sverige,330.0,28.9,6.0,6.0,3.0,Passar till fågelPassar till fläskPassar till sällskapsdryck,ale,india pale ale,8.757575757575758
3378,snausarve gårdsbryggeri,calyptra,sverige,330.0,36.6,5.0,6.0,2.0,Passar till fågelPassar till fläskPassar till sällskapsdryck,ale,belgisk ljus ale,11.090909090909092
3379,electric nurse new england session ipa,,sverige,330.0,29.9,7.0,5.0,1.0,Passar till fläskPassar till lammPassar till sällskapsdryck,ale,session ipa,9.06060606060606
3380,alefarm,motions in time dipa,danmark,440.0,48.9,8.0,8.0,3.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,imperial/dubbel ipa,11.113636363636363
3381,salt & pepper,,sverige,330.0,24.9,2.0,5.0,1.0,Passar till fiskPassar till fågelPassar till fläskPassar till sällskapsdryck,övrig syrlig öl,,7.545454545454546
3382,garage tango down dipa,,spanien,440.0,69.9,7.0,8.0,4.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,imperial/dubbel ipa,15.886363636363637
3383,smith street,ipa [peter],sverige,330.0,34.9,7.0,7.0,2.0,Passar till fläskPassar till lammPassar till sällskapsdryck,ale,india pale ale,10.575757575757576
3384,mikkeller baghaven,stevnsbær,danmark,750.0,199.0,3.0,6.0,1.0,Passar till aperitifPassar till sällskapsdryck,övrig syrlig öl,,26.53333333333333
3385,solokvist,benchwarmers brewing,sverige,440.0,49.9,7.0,8.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,imperial/dubbel ipa,11.34090909090909
3386,odd island bullit ryed,odd island brewing co,sverige,330.0,29.9,7.0,7.0,1.0,Passar till sällskapsdryckPassar till lammPassar till nöt,ale,black ipa,9.06060606060606
3387,elmeleven,stars are other suns with guava peach & mango,sverige,330.0,39.9,2.0,5.0,1.0,Passar till sällskapsdryck,övrig syrlig öl,,12.090909090909092
3388,brewski x friends,starman returns qdh ipa,sverige,330.0,39.9,7.0,7.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,new england ipa/hazy ipa,12.090909090909092
3389,stigbergets,sun seed sour,sverige,440.0,39.9,3.0,5.0,2.0,Passar till aperitifPassar till sällskapsdryck,övrig syrlig öl,,9.068181818181818
3390,kvarnagårdens,bagarns,sverige,330.0,29.9,4.0,6.0,2.0,Passar till fiskPassar till fågelPassar till sällskapsdryck,ale,golden/blond ale,9.06060606060606
3391,session ipa,,sverige,330.0,25.2,5.0,6.0,2.0,Passar till fiskPassar till fågelPassar till fläskPassar till sällskapsdryck,ale,session ipa,7.636363636363636
3392,casamentos & baptizados,,portugal,330.0,49.9,6.0,11.0,9.0,Passar till dessertPassar till sällskapsdryck,imperial porter och stout,,15.121212121212121
3393,burning ember,,sverige,330.0,34.9,7.0,7.0,3.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,india pale ale,10.575757575757576
3394,mirabelle northern wild ale,,sverige,700.0,99.0,2.0,5.0,1.0,Passar till aperitifPassar till sällskapsdryck,övrig syrlig öl,,14.142857142857142
3395,piney dankolada double dry hopped,coconut pineapple milkshake double ipa,sverige,330.0,39.9,7.0,6.0,2.0,Passar till sällskapsdryck,ale,imperial/dubbel ipa,12.090909090909092
3396,tokyo lager,,sverige,330.0,31.9,5.0,5.0,1.0,Passar till fiskPassar till skaldjurPassar till sällskapsdryck,ljus lager,internationell stil,9.666666666666666
3397,stallhagen,us red ale,finland,330.0,22.9,6.0,7.0,2.0,Passar till fläskPassar till lammPassar till sällskapsdryck,ale,amber ale,6.939393939393939
3398,torsöl runa lager,,sverige,440.0,38.3,5.0,5.0,1.0,Passar till fiskPassar till fågelPassar till fläskPassar till sällskapsdryck,ljus lager,modern stil/india pale lager,8.704545454545453
3399,gothenburg brew,harvest ipa,sverige,330.0,21.9,8.0,7.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,india pale ale,6.636363636363636
3400,strömmarn´s,ipl - india pale lager,sverige,330.0,29.3,7.0,7.0,3.0,Passar till fläskPassar till lammPassar till sällskapsdryck,ljus lager,modern stil/india pale lager,8.878787878787879
3401,reckless,,sverige,330.0,27.9,7.0,7.0,2.0,Passar till fläskPassar till lammPassar till sällskapsdryck,ale,amerikansk pale ale,8.454545454545453
3402,winter ale-special edition,jeffrey brown,sverige,330.0,17.8,6.0,7.0,2.0,Passar till nötPassar till viltPassar till sällskapsdryck,ale,old ale,5.393939393939394
3403,père noël,,belgien,750.0,84.0,,,,,ale,belgisk ljus ale,11.200000000000001
3404,wicked weed,milk & cookies,usa,355.0,39.9,6.0,8.0,8.0,Passar till dessertPassar till sällskapsdryck,imperial porter och stout,,11.23943661971831
3405,winter ale-special edition,jeffrey brown,sverige,330.0,17.8,6.0,7.0,2.0,Passar till nötPassar till viltPassar till sällskapsdryck,ale,old ale,5.393939393939394
3406,père noël,,belgien,750.0,84.0,,,,,ale,belgisk ljus ale,11.200000000000001
3407,wicked weed,milk & cookies,usa,355.0,39.9,6.0,8.0,8.0,Passar till dessertPassar till sällskapsdryck,imperial porter och stout,,11.23943661971831
3408,o/o,50/50 mosaic/ekuanot ipa,sverige,440.0,44.9,7.0,7.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,new england ipa/hazy ipa,10.204545454545453
3409,duckpond,single quack,sverige,440.0,49.9,7.0,7.0,3.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,india pale ale,11.34090909090909
3410,cherryfied,flying guru brewery,sverige,330.0,38.2,3.0,5.0,1.0,Passar till aperitifPassar till sällskapsdryck,övrig syrlig öl,,11.575757575757576
3411,elin passionsfrukts,dipa,sverige,330.0,43.9,7.0,7.0,2.0,Passar till sällskapsdryck,ale,india pale ale,13.303030303030303
3412,enskede vinter,,sverige,330.0,26.7,6.0,6.0,2.0,Passar till lammPassar till nötPassar till fläskPassar till sällskapsdryck,mörk lager,dunkel,8.09090909090909
3413,strandlida vinterale,,sverige,330.0,28.0,6.0,7.0,1.0,Passar till lammPassar till fågelPassar till fläskPassar till sällskapsdryck,ale,strong ale,8.484848484848486
3414,o/o bangatan ipa,,sverige,440.0,44.9,8.0,8.0,4.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,india pale ale,10.204545454545453
3415,tokyo lager,,sverige,330.0,31.9,5.0,5.0,1.0,Passar till fiskPassar till skaldjurPassar till sällskapsdryck,ljus lager,internationell stil,9.666666666666666
3416,stallhagen,us red ale,finland,330.0,22.9,6.0,7.0,2.0,Passar till fläskPassar till lammPassar till sällskapsdryck,ale,amber ale,6.939393939393939
3417,torsöl runa lager,,sverige,440.0,38.3,5.0,5.0,1.0,Passar till fiskPassar till fågelPassar till fläskPassar till sällskapsdryck,ljus lager,modern stil/india pale lager,8.704545454545453
3418,gothenburg brew,harvest ipa,sverige,330.0,21.9,8.0,7.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,india pale ale,6.636363636363636
3419,strömmarn´s,ipl - india pale lager,sverige,330.0,29.3,7.0,7.0,3.0,Passar till fläskPassar till lammPassar till sällskapsdryck,ljus lager,modern stil/india pale lager,8.878787878787879
3420,stallhagen,honungsöl,finland,330.0,19.9,5.0,5.0,2.0,Passar till grönsakerPassar till fiskPassar till fågelPassar till sällskapsdryck,annan öl,öl av flera typer/stilar,6.030303030303029
3421,põhjala tuul,põhjala brewing co,estland,330.0,36.9,2.0,5.0,1.0,Passar till fiskPassar till kryddstarktPassar till skaldjurPassar till grönsaker,syrlig öl,gose och lichtenhainer,11.181818181818182
3422,dugges blueberry,,sverige,330.0,36.0,2.0,4.0,1.0,Passar till aperitifPassar till sällskapsdryck,övrig syrlig öl,,10.909090909090908
3423,o/o long boil barley wine,2018,sverige,330.0,69.9,5.0,10.0,10.0,Passar till ostPassar till sällskapsdryck,ale,barley wine,21.181818181818183
3424,valsviken,"vinterporter, 2020",sverige,250.0,42.9,5.0,9.0,5.0,Passar till lammPassar till nötPassar till vilt,imperial porter och stout,,17.16
3425,göteborgs jul-öl,,sverige,330.0,21.9,5.0,6.0,2.0,Passar till fläskPassar till lammPassar till nötPassar till sällskapsdryck,mellanmörk lager,märzen och wienerstil,6.636363636363636
3426,fulltofta jul,,sverige,330.0,28.0,6.0,6.0,1.0,Passar till fläskPassar till lammPassar till nötPassar till sällskapsdryck,annan öl,öl av flera typer/stilar,8.484848484848486
3427,sierra nevada dankful ipa,sierra nevada brewing company,usa,355.0,31.9,8.0,8.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,india pale ale,8.985915492957746
3428,husings skogsporter,,sverige,330.0,35.9,5.0,7.0,6.0,Passar till lammPassar till nötPassar till viltPassar till sällskapsdryck,annan öl,öl av flera typer/stilar,10.878787878787879
3429,straight grizzly,,sverige,440.0,60.0,6.0,7.0,5.0,Passar till sällskapsdryck,annan öl,öl av flera typer/stilar,13.636363636363635
3430,slakthusets,röklager,sverige,330.0,26.7,6.0,6.0,2.0,Passar till lammPassar till fläskPassar till sällskapsdryck,mellanmörk lager,märzen och wienerstil,8.09090909090909
3431,drop the bollocks! bitter,bryggarbackens,sverige,440.0,27.5,7.0,6.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,engelsk pale ale och bitter,6.25
3432,lager på lager,,sverige,330.0,29.9,4.0,5.0,1.0,Passar till fiskPassar till fågelPassar till skaldjurPassar till sällskapsdryck,ljus lager,modern stil/india pale lager,9.06060606060606
3433,halmstad brygghus,slottets påsköl,sverige,330.0,22.9,4.0,6.0,2.0,Passar till fågelPassar till fläskPassar till grönsakerPassar till sällskapsdryck,ale,amber ale,6.939393939393939
3434,s,pivovar shenk,slovakien,750.0,149.0,,,,,övrig syrlig öl,,19.866666666666667
3435,dugges blueberry,,sverige,330.0,36.0,2.0,4.0,1.0,Passar till aperitifPassar till sällskapsdryck,övrig syrlig öl,,10.909090909090908
3436,o/o long boil barley wine,2018,sverige,330.0,69.9,5.0,10.0,10.0,Passar till ostPassar till sällskapsdryck,ale,barley wine,21.181818181818183
3437,mirabelle northern wild ale,,sverige,700.0,99.0,2.0,5.0,1.0,Passar till aperitifPassar till sällskapsdryck,övrig syrlig öl,,14.142857142857142
3438,piney dankolada double dry hopped,coconut pineapple milkshake double ipa,sverige,330.0,39.9,7.0,6.0,2.0,Passar till sällskapsdryck,ale,imperial/dubbel ipa,12.090909090909092
3439,skogsröjet,rejmyre pale ale,sverige,330.0,27.6,8.0,7.0,1.0,Passar till lammPassar till nötPassar till sällskapsdryck,,,8.363636363636365
3440,pax,vesper,sverige,330.0,37.2,5.0,6.0,1.0,Passar till lammPassar till fläskPassar till sällskapsdryck,ale,saison,11.272727272727273
3441,fuller's black cab,stout,storbritannien,500.0,26.3,7.0,7.0,2.0,Passar till lammPassar till nötPassar till viltPassar till sällskapsdryck,porter och stout,,5.26
3442,göteborgs easter ale,,sverige,330.0,19.7,8.0,7.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,amerikansk pale ale,5.969696969696969
3443,fjäderholmarnas,östersjö porter,sverige,330.0,27.9,7.0,8.0,1.0,Passar till lammPassar till nötPassar till sällskapsdryckPassar till vilt,söt porter och stout,,8.454545454545453
3444,spisbryggeriets,grundlager,sverige,330.0,25.7,4.0,4.0,2.0,Passar till skaldjurPassar till fiskPassar till sällskapsdryck,ljus lager,internationell stil,7.787878787878788
3445,prosten,en aleigen brewery,sverige,330.0,31.5,5.0,6.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,belgisk ljus ale,9.545454545454547
3446,nääs mörk lager,julöl,sverige,330.0,23.9,6.0,6.0,2.0,Passar till fågelPassar till fläskPassar till lammPassar till sällskapsdryck,mörk lager,dunkel,7.242424242424242
3447,good guys,white spring,sverige,330.0,21.9,2.0,5.0,2.0,Passar till kryddstarktPassar till fiskPassar till fläskPassar till grönsaker,veteöl,witbier,6.636363636363636
3448,brasstacks pom-pom,pomegranate blonde,sverige,330.0,27.7,3.0,5.0,1.0,Passar till sällskapsdryck,ale,golden/blond ale,8.393939393939394
3449,la calavera catrina,garage project,nya zeeland,330.0,35.9,6.0,6.0,1.0,Passar till sällskapsdryck,,,10.878787878787879
3450,brygghuset finn,easter porter,sverige,330.0,24.9,7.0,6.0,1.0,Passar till lammPassar till nötPassar till viltPassar till sällskapsdryck,torr porter och stout,,7.545454545454546
3451,hopsie daisy,a little umph dipa,sverige,330.0,29.7,9.0,7.0,3.0,Passar till lammPassar till nötPassar till sällskapsdryckPassar till vilt,ale,imperial/dubbel ipa,9.0
3452,hop shed,hell yeah lager,sverige,330.0,26.9,7.0,7.0,1.0,Passar till fågelPassar till fläskPassar till sällskapsdryck,ljus lager,dortmunder och helles,8.15151515151515
3453,helihopper,,sverige,330.0,27.9,7.0,7.0,3.0,Passar till fågelPassar till fläskPassar till sällskapsdryck,ale,india pale ale,8.454545454545453
3454,bersalis kadet,"oak aged, 2020",belgien,375.0,68.9,4.0,7.0,1.0,Passar till aperitifPassar till fiskPassar till fågelPassar till fläsk,övrig syrlig öl,,18.373333333333335
3455,now you see me,,sverige,330.0,30.3,9.0,9.0,3.0,Passar till lammPassar till nötPassar till viltPassar till sällskapsdryck,ale,imperial/dubbel ipa,9.181818181818183
3456,möllys,skiftinge vol1,sverige,330.0,37.9,8.0,8.0,3.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,india pale ale,11.484848484848484
3457,who dat? galaxy,spike brewery ab,sverige,440.0,42.5,8.0,7.0,3.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,india pale ale,9.659090909090908
3458,hörby brun,bryggeri 1766,sverige,330.0,35.4,5.0,5.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,brown ale,10.727272727272727
3459,licks licks licks,stockholm brewing co.,sverige,330.0,32.9,2.0,5.0,1.0,Passar till sällskapsdryckPassar till aperitif,övrig syrlig öl,,9.969696969696969
3460,lost & grounded,kellerpils,storbritannien,440.0,37.9,,,,,ljus lager,zwickel,8.613636363636363
3461,o/o balamundi,pale ale,sverige,440.0,35.2,6.0,7.0,2.0,Passar till fläskPassar till lammPassar till sällskapsdryckPassar till grönsaker,ale,amerikansk pale ale,8.0
3462,hyperspace,monkey brew,norge,440.0,69.9,,,,,ale,imperial/dubbel ipa,15.886363636363637
3463,remmarlöv x svartberget,stenberget!,sverige,330.0,39.9,,,,,imperial porter och stout,,12.090909090909092
3464,smith street,wcipa [ingela],sverige,440.0,44.0,7.0,7.0,2.0,Passar till sällskapsdryckPassar till fläskPassar till lammPassar till nöt,ale,india pale ale,10.0
3465,smith street,wcipa [ingela],sverige,440.0,44.0,7.0,7.0,2.0,Passar till sällskapsdryckPassar till fläskPassar till lammPassar till nöt,ale,india pale ale,10.0
3466,firestone walker,"parabola, 2019",usa,355.0,129.0,,,,,imperial porter och stout,,36.33802816901409
3467,valor,,sverige,750.0,89.4,2.0,6.0,1.0,Passar till fläskPassar till lammPassar till sällskapsdryck,övrig syrlig öl,,11.920000000000002
3468,mistral french saison,,sverige,330.0,32.3,3.0,5.0,2.0,Passar till fiskPassar till fågelPassar till fläskPassar till sällskapsdryck,ale,saison,9.787878787878787
3469,gamma,superstudio,danmark,440.0,59.9,8.0,8.0,3.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,imperial/dubbel ipa,13.613636363636363
3470,irish dry stout,,sverige,330.0,35.6,6.0,7.0,1.0,Passar till nötPassar till lammPassar till sällskapsdryck,torr porter och stout,,10.787878787878787
3471,founders,breakfast stout,usa,355.0,32.9,6.0,8.0,5.0,Passar till lammPassar till nötPassar till viltPassar till sällskapsdryck,torr porter och stout,,9.267605633802816
3472,winter ale,,sverige,330.0,30.0,6.0,7.0,2.0,Passar till lammPassar till nötPassar till grönsakerPassar till sällskapsdryck,ale,brown ale,9.090909090909092
3473,östgöta julöl,,sverige,330.0,24.9,7.0,7.0,3.0,Passar till fläskPassar till lammPassar till nötPassar till sällskapsdryck,ale,brown ale,7.545454545454546
3474,jackdaw brewery,körsbär & kanel,sverige,330.0,68.9,2.0,5.0,1.0,Passar till aperitifPassar till sällskapsdryck,övrig syrlig öl,,20.87878787878788
3475,tynt meadow,english trappist ale,storbritannien,330.0,37.9,5.0,8.0,3.0,Passar till lammPassar till nötPassar till sällskapsdryckPassar till vilt,ale,strong ale,11.484848484848484
3476,mikkeller brewing san diego,træblod,usa,473.0,89.0,,,,,imperial porter och stout,,18.816067653276956
3477,escape the mothership,poppels bryggeri,sverige,440.0,39.9,6.0,8.0,3.0,Passar till nötPassar till grönsakerPassar till lammPassar till sällskapsdryck,ale,new england ipa/hazy ipa,9.068181818181818
3478,remmarlöv,blåkulla berliner weisse,sverige,330.0,29.9,2.0,5.0,1.0,,syrlig öl,berliner weisse,9.06060606060606
3479,remmarlöv x svartberget,stenberget!,sverige,330.0,39.9,,,,,imperial porter och stout,,12.090909090909092
3480,nacka julöl,,sverige,330.0,29.9,5.0,6.0,2.0,Passar till fläskPassar till lammPassar till nötPassar till sällskapsdryck,ale,amber ale,9.06060606060606
3481,sideburn brewery,gnarp special bitter,sverige,330.0,29.5,7.0,6.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,extra special bitter,8.93939393939394
3482,vreta kloster barrel aged series no 1,abbedissan på ekfat,sverige,330.0,129.9,4.0,10.0,6.0,Passar till lammPassar till nötPassar till ostPassar till vilt,ale,abt och kvadrupel,39.36363636363637
3483,adelsö,boom boom blonde,sverige,330.0,25.3,6.0,5.0,1.0,Passar till fågelPassar till fläskPassar till sällskapsdryck,ale,golden/blond ale,7.666666666666668
3484,hoppy easter,,sverige,330.0,19.8,6.0,7.0,2.0,Passar till sällskapsdryckPassar till fläskPassar till lammPassar till nöt,ale,brown ale,6.000000000000001
3485,apex,ne citra & mouteka,sverige,440.0,54.9,7.0,7.0,5.0,Passar till fläskPassar till lammPassar till sällskapsdryck,ale,imperial/dubbel ipa,12.477272727272727
3486,brewski storm,,sverige,330.0,29.9,8.0,8.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,amerikansk pale ale,9.06060606060606
3487,dracon,bourbon oaked stout,sverige,330.0,39.9,7.0,7.0,2.0,Passar till sällskapsdryckPassar till nötPassar till vilt,söt porter och stout,,12.090909090909092
3488,södra,påsklager,sverige,330.0,21.9,7.0,6.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryck,mellanmörk lager,märzen och wienerstil,6.636363636363636
3489,easter ester,,sverige,500.0,41.9,7.0,6.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,brown ale,8.38
3490,funkyland uptown funk,,sverige,330.0,26.6,2.0,5.0,1.0,Passar till sällskapsdryck,övrig syrlig öl,,8.06060606060606
3491,fjäderholmarnas pilsner-dricka,,sverige,330.0,22.9,5.0,5.0,1.0,Passar till fiskPassar till fågelPassar till fläskPassar till sällskapsdryck,ljus lager,pilsner,6.939393939393939
3492,brokholmen pilsner,,sverige,330.0,19.9,6.0,6.0,2.0,Passar till fågelPassar till fläskPassar till lammPassar till sällskapsdryck,ljus lager,pilsner,6.030303030303029
3493,bocanegra pilsner,,mexiko,355.0,17.0,6.0,6.0,2.0,Passar till sällskapsdryckPassar till grönsakerPassar till fågelPassar till fläsk,ljus lager,internationell stil,4.788732394366197
3494,flying couch,get schwifty ipa,danmark,330.0,36.9,7.0,6.0,1.0,Passar till lammPassar till fläskPassar till sällskapsdryck,ale,india pale ale,11.181818181818182
3495,halmstad brygghus,funky x-mas 19,sverige,330.0,28.9,5.0,7.0,3.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,dubbel,8.757575757575758
3496,sibbarps husbryggeri,winter warmer,sverige,330.0,34.4,7.0,7.0,4.0,Passar till fläskPassar till lammPassar till nötPassar till sällskapsdryck,ale,old ale,10.424242424242424
3497,brewski,red robot dipa,sverige,330.0,34.9,7.0,8.0,4.0,Passar till nötPassar till lammPassar till sällskapsdryckPassar till fläsk,ale,imperial/dubbel ipa,10.575757575757576
3498,big ben,möllys,sverige,330.0,49.8,6.0,8.0,9.0,Passar till ostPassar till dessert,ale,barley wine,15.090909090909092
3499,irish walnut porter,,sverige,330.0,27.7,6.0,6.0,2.0,Passar till lammPassar till nötPassar till viltPassar till sällskapsdryck,torr porter och stout,,8.393939393939394
3500,eskilstuna ölkultur,xiii,sverige,330.0,39.0,2.0,7.0,7.0,Passar till fågelPassar till fläskPassar till ostPassar till sällskapsdryck,veteöl,weizenbock,11.818181818181818
3501,brygghuset finn,winter lager,sverige,330.0,23.0,7.0,6.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryck,mörk lager,dunkel,6.969696969696971
3502,northern exposure,chicago - apa,sverige,330.0,32.5,8.0,8.0,3.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,amerikansk pale ale,9.848484848484848
3503,båstad,farmhouse beer,sverige,330.0,28.2,4.0,5.0,2.0,Passar till grönsakerPassar till fågelPassar till fläskPassar till sällskapsdryck,ale,golden/blond ale,8.545454545454545
3504,lilla edet bryggeri,slottsöl 1852,sverige,330.0,24.9,6.0,6.0,2.0,Passar till fläskPassar till lammPassar till nötPassar till sällskapsdryck,ale,amber ale,7.545454545454546
3505,brewski bored panda,,sverige,330.0,44.9,5.0,8.0,10.0,Passar till dessertPassar till sällskapsdryck,ale,barley wine,13.606060606060606
3506,brekeriet,"nobel ek, 2018",sverige,750.0,79.0,6.0,6.0,1.0,Passar till fiskPassar till fågelPassar till fläskPassar till sällskapsdryck,ale,saison,10.533333333333333
3507,brekeriet,king's goblet,sverige,750.0,109.0,4.0,9.0,6.0,Passar till lammPassar till ostPassar till nötPassar till sällskapsdryck,ale,abt och kvadrupel,14.533333333333335
3508,double trouble,,sverige,330.0,35.8,8.0,8.0,4.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,india pale ale,10.848484848484848
3509,stigbergets,the chronic,sverige,440.0,66.6,7.0,9.0,4.0,Passar till nötPassar till lammPassar till sällskapsdryck,ale,imperial/dubbel ipa,15.136363636363633
3510,en jädra yummie ipa,,sverige,330.0,29.9,7.0,7.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,india pale ale,9.06060606060606
3511,lo-fi session ipa,,sverige,330.0,29.9,6.0,4.0,2.0,Passar till fiskPassar till fågelPassar till sällskapsdryck,ale,session ipa,9.06060606060606
3512,ängöl california common,,sverige,330.0,24.5,6.0,7.0,1.0,Passar till lammPassar till fläskPassar till sällskapsdryck,mellanmörk lager,california common,7.424242424242425
3513,dugges,softy,sverige,330.0,25.0,3.0,5.0,2.0,Passar till fiskPassar till fågelPassar till fläskPassar till sällskapsdryck,veteöl,hopfenweizen,7.575757575757576
3514,ölbryggeriet,gentlemen,sverige,330.0,29.9,8.0,7.0,2.0,Passar till fläskPassar till lammPassar till sällskapsdryck,ale,india pale ale,9.06060606060606
3515,maiden,"siren craft brew, 2019",storbritannien,375.0,114.9,,,,,ale,barley wine,30.64
